"Declaration Date","Incident Begin Date","Incident End Date","Declaration Type","State Name","Incident Type","Closeout Date","Region","State","County","City","Zip Code","Total Damage","Total Approved IHP Amount of Owner","Repair/Replace Amount of Owner","Rental Amount of Owner","Other Needs Amount of Owner","Total Approved IHP Amount of Renter","Repair/Replace Amount of Renter","Rental Amount of Renter","Other Needs Amount of Renter","lat","lon","Total_Support_Provided","Total_IHP_Approved_Amount","Support_Efficiency"
"3/14/03","2/16/03","3/28/03","Major Disaster","West Virginia","Severe Storm","8/12/10",3,"WV","Cabell","MILTON",25541,225486.46,141600.45,64500.15,7574,69166.68,18928.25,0,1958,16970.25,38.4345321,-82.1323637,160169.08,160528.7,359
"3/27/03","2/15/03","2/28/03","Major Disaster","Virginia","Severe Storm","8/12/10",3,"VA","Russell","LEBANON",24266,58613.52,13037.69,12037.44,778,0,1226,0,1226,0,36.900942,-82.0801309,14041.44,14263.69,222
"3/27/03","2/15/03","2/28/03","Major Disaster","Virginia","Severe Storm","8/12/10",3,"VA","Salem","SALEM",24153,146912.63,81710.13,37560.8,6386,37763.33,745686.12,0,63632,679513.59,37.2956806,-80.0793149,824855.72,827396.25,2540
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Lincoln","WESSON",39191,538933.76,104599.63,52613.13,10535,40466.42,2935.05,0,0,2935.05,31.701277,-90.3975928,106549.6,107534.68,985
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Yazoo","YAZOO CITY",39194,330260.63,244345.53,133864.6,19894,90524.85,182883.29,0,22510,160373.29,32.8551326,-90.4056468,427166.74,427228.82,62
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Madison","MADISON",39110,252907.51,111141.8,58431.54,12340.1,39383.28,12903.67,0,3696,9207.67,32.4618086,-90.1153638,123058.59,124045.47,986
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Madison","RIDGELAND",39157,37772.92,16429.35,10617,4054,1758.35,134281.49,0,17708,115629.99,32.4352998,-90.1588618,149767.34,150710.84,943
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Rankin","BRANDON",39042,1227891.79,249990.58,140771.22,27047.14,81403.43,146465.64,0,41469,104996.64,32.2788733,-90.001384,395687.43,396456.22,768
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Rankin","FLOWOOD",39232,112.51,0,0,0,0,88712.66,0,28274,59796.2,32.3220478,-90.102718,88070.2,88712.66,642
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Warren","VICKSBURG",39180,1274819.8,585670.17,215830.6,64248,305039.07,305715.85,0,23586,282129.85,32.3526456,-90.877882,890833.52,891386.02,552
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Hinds","JACKSON",39206,917727.01,480357.34,120210.36,54482,304579.94,54805.4,0,9944,44705.35,32.3673036,-90.1775946,533921.65,535162.74,1241
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Hinds","JACKSON",39209,788384.94,381950.94,166396.31,61430,152859.8,441948.54,0,63304,378103.19,32.4124147,-90.2901815,822093.3,823899.48,1806
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Hinds","JACKSON",39211,932282.48,146571.59,72916.99,49548.8,10439.48,514386.75,0,125122,384428.95,32.3730312,-90.1261013,642456.22,660958.34,18502
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Hinds","JACKSON",39212,87198.54,64887.85,34813.91,10342,19731.94,41252.91,0,7148,34071.77,32.2537549,-90.2713944,106107.62,106140.76,33
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Hinds","JACKSON",39213,95735.28,79228.85,43937.27,11174,21669.44,36635.21,0,5860,30574.76,32.3672122,-90.2338473,113215.47,115864.06,2648
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Copiah","HAZLEHURST",39083,51650,44264.1,25756.48,4290,13189.17,3419.48,0,0,3419.48,31.8604382,-90.3959255,46655.13,47683.58,1028
"4/24/03","4/6/03","4/25/03","Major Disaster","Mississippi","Severe Storm","11/13/13",4,"MS","Copiah","WESSON",39191,439917.39,151523.5,85549.05,16954,49020.45,40493.37,0,2628,37790.47,31.701277,-90.3975928,191941.97,192016.87,74
"4/25/03","3/27/03","3/27/03","Major Disaster","Florida","Severe Storm","11/8/10",4,"FL","Miami-Dade","FLORIDA CITY",33034,14280.66,27170.7,7592.71,8092,11485.99,279905.58,0,45392,234228.82,25.4478898,-80.4792237,306791.52,307076.28,284
"4/26/03","3/6/03","3/14/03","Major Disaster","Alaska","Severe Storm","8/12/10",10,"AK","Anchorage (Borough)","ANCHORAGE",99501,6682.15,2961.06,1277.06,1684,0,4054,0,2954,0,61.2216849,-149.8904657,5915.06,7015.06,1100
"5/6/03","5/4/03","5/30/03","Major Disaster","Kansas","Severe Storm","1/5/11",7,"KS","Wyandotte","KANSAS CITY",66109,452879.83,132091.95,74657.95,23653,33781,359218.04,0,97226,261306,39.1584377,-94.8313257,490623.95,491309.99,686
"5/6/03","5/4/03","5/30/03","Major Disaster","Missouri","Severe Storm","1/11/11",7,"MO","Washington","RICHWOODS",63071,251927.53,208895.78,149794.96,10365,48582.68,42356.18,0,4982,37374.18,38.1606204,-90.827995,251098.82,251251.96,153
"5/6/03","5/4/03","5/30/03","Major Disaster","Missouri","Severe Storm","1/11/11",7,"MO","Jefferson","FESTUS",63028,234780.09,164410.99,123544.27,23199,17521.82,30131.12,0,11378,18611.14,38.2135566,-90.4032966,194254.23,194542.11,287
"5/6/03","5/4/03","5/30/03","Major Disaster","Missouri","Severe Storm","1/11/11",7,"MO","Lewis","LA GRANGE",63448,17394.91,1278.7,0,876,61,18422.44,0,754,17668.44,40.0428236,-91.4976544,19359.44,19701.14,341
"5/6/03","5/4/03","5/30/03","Major Disaster","Missouri","Severe Storm","1/11/11",7,"MO","Platte","KANSAS CITY",64151,46032.26,21368.63,9348.07,8505,3515.56,37002.68,0,16322,20605.93,39.2182916,-94.6347041,58296.56,58371.31,74
"5/6/03","5/4/03","5/30/03","Major Disaster","Missouri","Severe Storm","1/11/11",7,"MO","Cedar","STOCKTON",65785,694992.98,318116.56,160361.7,46296,111458.86,652363.83,0,74157,578062.08,37.6989279,-93.796044,970335.64,970480.39,144
"5/6/03","5/4/03","5/30/03","Major Disaster","Missouri","Severe Storm","1/11/11",7,"MO","Jefferson","DE SOTO",63020,2100762.58,1049760.09,641383.62,212410,195452.32,437395.65,0,153724,281671.58,38.1399896,-90.5534917,1484641.52,1487155.74,2514
"5/6/03","5/4/03","5/30/03","Major Disaster","Missouri","Severe Storm","1/11/11",7,"MO","Clay","GLADSTONE",64118,19790.91,79.07,0,0,0,15092.6,0,4716,10376.6,39.220735,-94.5727598,15092.6,15171.67,79
"5/6/03","5/4/03","5/30/03","Major Disaster","Missouri","Severe Storm","1/11/11",7,"MO","Clay","LIBERTY",64068,183119.51,60584.97,29747.93,8862,21975.04,147590.67,0,50818,96676.05,39.2593487,-94.3770704,208079.02,208175.64,96
"5/6/03","5/4/03","5/30/03","Major Disaster","Missouri","Severe Storm","1/11/11",7,"MO","Greene","BROOKLINE STATION",65619,193714.66,27166.23,5226,6588,15352.23,63619.18,0,12358,51091.78,37.1619657,-93.4192768,90616.01,90785.41,169
"5/6/03","5/4/03","5/30/03","Major Disaster","Missouri","Severe Storm","1/11/11",7,"MO","Jasper","CARL JUNCTION",64834,852535.85,416137.91,196820.92,48022.48,171072.43,196307.26,1261.13,56373,138006.71,37.1767249,-94.5655066,611556.67,612445.17,888
"5/6/03","5/4/03","5/30/03","Major Disaster","Missouri","Severe Storm","1/11/11",7,"MO","Lawrence","PIERCE CITY",65723,365160.65,304498.55,126446.44,25795,151883.73,450512.98,0,50104,400408.98,36.9458952,-94.0002099,754638.15,755011.53,373
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Madison","DENMARK",38391,398212.59,321008.98,162132.5,46979,111433.46,278414.31,0,33087,244886.47,35.5328545,-89.003952,598518.43,599423.29,904
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Madison","JACKSON",38301,3438549.63,2195704.93,918786.97,392179,880785.91,6626966.05,395.42,1117159,5495184.28,35.5821649,-88.8455037,8804490.58,8822670.98,18180
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Madison","JACKSON",38305,248993,137419,87275.83,18467,31633.77,513266.64,0,95586,417485.74,35.6684779,-88.7301525,650448.34,650685.64,237
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Marion","SEQUATCHIE",37374,55681.88,36523.25,15000,7566,13793.95,0,0,0,0,35.1155452,-85.5943531,36359.95,36523.25,163
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Henry","PARIS",38242,54422.6,37170.76,25771.76,6939,4460,7902.71,0,3126,4509.31,36.3020023,-88.3267107,44806.07,45073.47,267
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Gibson","HUMBOLDT",38343,74299.36,64578.74,32278.09,13148,18652.49,29205.37,0,4426,24779.37,35.8197917,-88.9158953,93283.95,93784.11,500
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Bradley","CLEVELAND",37312,226100.9,175809.41,128555.64,24971,22146.97,27741.29,0,3498,24243.29,35.2148165,-84.8359395,203414.9,203550.7,135
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Henderson","LEXINGTON",38351,311310.89,199784.39,112461.55,26169,59878.37,123008.58,0,13716,108889.8,35.6509029,-88.3933796,321114.72,322792.97,1678
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Hamilton","CHATTANOOGA",37410,254377.46,154184.19,55073.1,21375,77736.09,327547.13,0,34460,292935.04,35.0010118,-85.3162066,481579.23,481731.32,152
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Hamilton","CHATTANOOGA",37412,718730.27,232474.46,80078.03,41895,109741.48,805906.86,0,121850,682554.6,34.9947441,-85.2256635,1036119.11,1038381.32,2262
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Hamilton","CHATTANOOGA",37404,115419.99,91344.31,64669.42,8689,17985.89,95349.58,0,18252,76985.68,35.0297403,-85.2774207,186581.99,186693.89,111
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Hamilton","CHATTANOOGA",37407,357588.06,210049.92,74359.99,26355,109013.9,208671.04,0,18286,190182.32,34.9971651,-85.2877663,418197.21,418720.96,523
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Hamilton","EAST RIDGE",37412,143365.13,34164.02,27004.82,6989,170.2,179946.07,0,26685,152207.06,34.9947441,-85.2256635,213056.08,214110.09,1054
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Hamilton","CHATTANOOGA",37419,304383.26,131578.75,68673.42,15879,46368.67,27292.14,0,2522,24770.14,35.029192,-85.4066,158213.23,158870.89,657
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Hamilton","CHATTANOOGA",37421,509961.29,275801.29,145956.73,36443,91796.2,156829.8,0,17504,139003.22,35.041539,-85.1583064,430703.15,432631.09,1927
"5/8/03","5/4/03","5/30/03","Major Disaster","Tennessee","Severe Storm","1/18/12",4,"TN","Lawrence","ETHRIDGE",38456,86166.75,39154.16,34152.95,2532,140.21,2489.84,0,1188,1301.84,35.32369,-87.3036262,39315,41644,2329
"5/10/03","5/8/03","5/30/03","Major Disaster","Oklahoma","Severe Storm","5/20/13",6,"OK","Oklahoma","OKLAHOMA CITY",73150,284399.83,98616.41,32806.99,22699,43003.54,65068.99,0,6290,58778.99,35.3988405,-97.3192542,163578.52,163685.4,106
"5/10/03","5/8/03","5/30/03","Major Disaster","Oklahoma","Severe Storm","5/20/13",6,"OK","Cleveland","MOORE",73160,389216.35,179947.26,67515.12,40439,71682.34,403799.28,0,166843,234699.51,35.3459327,-97.4705935,581178.97,583746.54,2567
"5/10/03","5/8/03","5/30/03","Major Disaster","Oklahoma","Severe Storm","5/20/13",6,"OK","Cleveland","OKLAHOMA CITY",73160,170319.72,72899.19,30076.72,18968,23693.14,242363.11,0,83883,158480.11,35.3459327,-97.4705935,315100.97,315262.3,161
"5/10/03","5/8/03","5/30/03","Major Disaster","Oklahoma","Severe Storm","5/20/13",6,"OK","Delaware","KANSAS",74347,15276.09,28547.63,7119.79,2661,18766.84,2211.12,0,610,1565.5,36.2050851,-94.7977277,30723.13,30758.75,35
"5/10/03","5/8/03","5/30/03","Major Disaster","Oklahoma","Severe Storm","5/20/13",6,"OK","Oklahoma","CHOCTAW",73020,81579.65,33778.58,12285.74,8881,12108.76,11430.02,0,2416,9014.02,35.4975625,-97.2689212,44705.52,45208.6,503
"5/10/03","5/8/03","5/30/03","Major Disaster","Oklahoma","Severe Storm","5/20/13",6,"OK","Okfuskee","WELEETKA",74880,10302.12,21761.59,14867,4719,2133.84,1362.44,0,1012,350.44,35.3356496,-96.1363921,23082.28,23124.03,41
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Jefferson","BIRMINGHAM",35208,96582.94,111213.3,66089.1,34876,10248.2,35322.04,0,6926,28111.08,33.5053544,-86.8671989,146250.38,146535.34,284
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Mobile","MOBILE",36617,1763268.55,1516498.84,952966.11,129520,433958.78,2182463.99,0,353031,1829432.99,30.7153357,-88.0949609,3698908.88,3698962.83,53
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Washington","MALCOLM",36556,36256.8,26269.03,18925.9,933,5885.13,2260.23,0,0,2260.23,31.1912845,-88.0074999,28004.26,28529.26,524
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Lauderdale","KILLEN",35645,56921.02,48941.6,39484.98,2811,6482.82,16392.37,0,2078,14314.37,34.8628637,-87.5375253,65171.17,65333.97,162
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Madison","HUNTSVILLE",35805,11376.35,9294.5,9294.5,0,0,33815.58,0,3516,30227.18,34.6939733,-86.6107106,43037.68,43110.08,72
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Madison","NEW HOPE",35760,121159.68,78404.25,32796.68,11106,34338.07,17434.6,0,1118,16316.6,34.5370339,-86.3944307,95675.35,95838.85,163
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Clarke","JACKSON",36545,779172.77,726770.64,428866.02,50927,246712.62,84722.72,0,13776,70946.72,31.5090521,-87.8944435,811228.36,811493.36,265
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Jackson","STEVENSON",35772,182602.71,85460.24,54662.68,9009,20618.56,68919.11,0,6928,61991.11,34.8686932,-85.8394199,153209.35,154379.35,1170
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Jefferson","BIRMINGHAM",35206,690694.55,632965.19,406776.59,124750.6,101261.3,190851.71,0,42842,148009.71,33.5685966,-86.7164863,823640.2,823816.9,176
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Talladega","LINCOLN",35096,59394.28,36796.42,18376.3,5775,11826.69,26896.54,0,4208,21627.34,33.623865,-86.1141045,61813.33,63692.96,1879
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Jefferson","BIRMINGHAM",35215,1950074.83,1522858.67,1031320.25,258496,233042.42,793002.5,0,117027,675677.5,33.6523096,-86.7114545,2315563.17,2315861.17,298
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Jefferson","BIRMINGHAM",35217,1019122.19,616289.39,313821.48,78569,223380.6,169015.69,0,25966,143049.69,33.586822,-86.7718017,784786.77,785305.08,518
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Jefferson","PINSON",35126,224301.02,142405.46,96771.52,19731,25902.94,38250.49,0,5656,32165.97,33.6889908,-86.6833228,180227.43,180655.95,428
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Jefferson","TRUSSVILLE",35173,832846.15,468452.72,303296.44,65234,99862.88,39235.56,0,10510,28725.56,33.6370355,-86.5602614,507628.88,507688.28,59
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Mobile","MOBILE",36605,1614201.13,1598575.5,784233.19,354039,459931.56,2837233.34,0,464661,2372004.5,30.6614792,-88.0721215,4434869.25,4435808.84,939
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Mobile","MOBILE",36607,434687.9,420088.41,207503.74,72817,139404.8,611860.23,0,145124,466736.23,30.7041262,-88.1144943,1031585.77,1031948.64,362
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Mobile","MOBILE",36609,214214.71,171641.42,98709.27,23439,49493.15,1123906.95,0,120548,1003246.95,30.6587002,-88.1535352,1295436.37,1295548.37,111
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Mobile","PRICHARD",36610,801817.91,750536.61,328906.67,100417,320675.34,1400848.16,0,184217,1216208.22,30.7320694,-88.0607565,2150424.23,2151384.77,960
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Mobile","PRICHARD",36610,801817.91,750536.61,328906.67,100417,320675.34,0,0,0,0,30.7320694,-88.0607565,749999.01,750536.61,537
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Mobile","EIGHT MILE",36613,539914.96,579583.54,260390.79,161292,155246.35,367823.39,0,91576,276247.39,30.7647005,-88.131579,944752.53,947406.93,2654
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","St. Clair","PELL CITY",35125,259467.55,219653.69,121831.45,26641,70660.28,7809.76,0,3030,4779.76,33.6288538,-86.2767995,226942.49,227463.45,520
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Morgan","LACEYS SPRING",35754,504276.01,329345.51,153461.47,34711,140544.04,42691.53,0,2902,39548.33,34.5337436,-86.590015,371166.84,372037.04,870
"5/12/03","5/5/03","5/30/03","Major Disaster","Alabama","Severe Storm","4/7/11",4,"AL","Shelby","PELHAM",35124,20411.53,20581.77,12460.77,8121,0,15937.98,0,5494,10115.61,33.2956275,-86.7718017,36191.38,36519.75,328
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Onondaga","LIVERPOOL",13090,47708.21,40871.57,25194.26,1447,14019.75,2115.81,0,765,1350.81,43.106456,-76.2177046,42776.82,42987.38,210
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Wayne","WILLIAMSON",14589,77961.18,64720.97,30109.64,2690,31577.23,22572.24,0,1532,20804.84,43.2239229,-77.1861277,86713.71,87293.21,579
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Wayne","SODUS",14551,92180.18,93479.48,39459.6,6191,47254.4,28174.87,0,1713,26461.87,43.2236974,-77.0334179,121079.87,121654.35,574
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Monroe","PITTSFORD",14534,99588.04,75917.2,52463.16,894,21925.4,4159.51,0,0,4159.51,43.0515702,-77.5390127,79442.07,80076.71,634
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Monroe","FAIRPORT",14450,83885.29,55923.89,33137.59,1052,21672.74,51497.05,0,1457,49915.22,43.0986742,-77.4419378,107234.55,107420.94,186
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Monroe","ROCHESTER",14615,221322.25,140104.85,66942.98,4220,68941.87,357309.3,0,11056,346096.02,43.200781,-77.6364299,497256.87,497414.15,157
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Monroe","ROCHESTER",14616,137566.9,91947.53,48174.11,638,43135.42,91429.21,0,4761,86573.85,43.2306445,-77.6478852,183282.38,183376.74,94
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Monroe","ROCHESTER",14617,90610,56536.33,37642.18,2457,16231.95,8091.08,0,0,8091.08,43.2202305,-77.5963271,64422.21,64627.41,205
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Monroe","ROCHESTER",14618,22891.33,19275.79,9773.74,0,8673.25,10182.07,0,638,8658.15,43.1156031,-77.55621,27743.14,29457.86,1714
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Monroe","ROCHESTER",14621,2279373.4,1791424.94,849513.28,201977,739934.66,4129596.15,0,408161,3721252.79,43.1874752,-77.6020569,5920838.73,5921021.09,182
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Monroe","ROCHESTER",14623,131692.32,88974.07,63000.55,0,25669.14,37177.21,0,2276,34495.34,43.0915814,-77.6421577,125441.03,126151.28,710
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Monroe","ROCHESTER",14624,217602.58,156283.52,101751.07,1638,52894.45,26512.12,0,0,26287.7,43.1206737,-77.7337628,182571.22,182795.64,224
"5/12/03","4/3/03","4/5/03","Major Disaster","New York","Severe Ice Storm","11/22/10",2,"NY","Monroe","ROCHESTER",14626,137265.56,122375.09,64608.42,2914,54531.37,32183.85,0,1638,30545.85,43.2136678,-77.7108686,154237.64,154558.94,321
